Origem Viagem Ida;Cidade
b847856411aef26fd25bb2569b95a3538080ba0aaa4e9b35c53e3e70d31b0638;Santiago
b830921ffa705bdb1983f575ecd2f8462c9cf5e3d695a3e28076452f343c4680;Jales
b821f9bed23a241d0c5dc288477e19eff97ab9b98bdb9c5ce8c4c6c6886d5ee3;Tucano
b7d7b92afabba5625431bca1c7e84fc608e34210ffbc3b406962facaaec1dda4;Brejo da Madre de Deus
b7c7470e59e2a2df1bfd0a4705488ee6fe0c5c125de15cccdfab0e00d6c03dc0;Nova Andradina
b7a56873cd771f2c446d369b649430b65a756ba278ff97ec81bb6f55b2e73569;São Joaquim da Barra
b782385fafdd20c39cbaeab6019e47cabec79e5da40fa6be5001198808132e28;Quirinópolis
b7768fbb1847758d75c3ee28c3e2391e70c6ee29f7ce19847822bd5a7381ac67;Araci
b74b7e3fcb623d805dacf98db27530f845760c47e3b0faa702b84e9ff3902c37;Poções
b74b161d6ec2fc6b53456bc66dd86970454302033f0a809f6289ce79070da5ce;Palmas
b6edca7adf1a569634dffeee2240ea7bcebdb4b2cc6291c5a1103b9944f68eda;Catu
b6cb293891dd62748d85aa2e00eb97e267870905edefdfe53a2ea0f3da49e88d;Bocaiuva
b6bc077d6675a7c8cc9e2fa5a08c86ba59b675d69af118052bb390c3cf11e5e0;Barras
b6b1b469ea43c90a602e7ae3bdea001b11f66c17337dec23df0b0249542357ee;Estância Velha
b698d86c67a2cff80405bd47af322216c552fd3a52f9c58a70f7b3a3313895b1;Campina Grande do Sul
b6602f58690ca41488e97cd28153671356747c951c55541b6c8d8b8493eb7143;Monte Santo
b6351211106fc1fc6b1b3d6f6a4dcf92227e1231271227b3f58539fbb9a71711;Diamantina
b62764dc19af7e6a2fd312662a2fe207d273a883e64bf87bd0ec755007649e6c;Monte Carmelo
b5887bceb66fbcc3206859d9032efcb9e71df4e2d869654c23471c20f58f0b8f;Queimadas
b57d0618b4bcdc1c1520a55b6a34937f402c8e084589476d29283764f70cfb56;São Benedito
b575e08871df5fe6e929764968b5d2b75c7af42879435b4216dfe001fd5e7c9f;Monte Alto
b5740f0e88bf42cdae45c073ea5c170e3a422dd3ec257810a29e67b5fafc40c6;Altos
b543b2a3edcc48cc0f9d7159522673384b34fbce51920d75df4d0c184dd89b18;Osório
b52b378cbef9d95e5b93148ce26a9cad0a6a39f79ad910697521eb9d2d58ab7a;São José de Mipibu
b50d427a71ef5f98a1bdd4335b71d381dc6a3e937d899f87b92af24121bb9579;Sidrolândia
b4c6a08e528e8ea6219aa5a8b73bb4f07527e200d07f2c8f255425483b48d826;Cabreúva
b4944c6ff08dc6f43da2e9c824669b7d927dd1fa976fadc7b456881f51bf5ccc;Campos do Jordão
b47f1606518fa8276ca5f82b9a3e67311cdd5c4e68dbe0592ae9f38c574a94f4;Aquidauana
b46d9a5ffd6812352725057a2748a857567bcc00656ffc482c1a0b2d5ec5640c;João Pinheiro
b4659ba19064b95e052239db97885c7c20e8a6491db14deef197cd69224cbae6;Guaramirim
b45febca2754cb4d62975a87deeee47986e4debf7af4da2c03a88c6c03ca116b;Santa Cruz do Rio Pardo
b44772b12eec5b5e73b363df835f2f14c12f1c740e99145429f12765e7cee0c8;Itapajé
b41f1aff4d998f2ee49db0454b48ed69cb5c0e499e9bd1608b5d2c0b4f6cccfe;São Bento
b3dfdc6efe322a6feccb0d081e88ffac20b0f28e8495efa76188c8dc3ada6181;Capão Bonito
b3dfc696bb0a50080a047af22f87c0f9a07728ba3095a9aac126123ad1bc24d3;Santana do Ipanema
b3b130b344c28e52c7bd5347314547502cb39fec8ea539a78087539c236c6501;Seabra
b3a8e0e1f9ab1bfe3a36f231f676f78bb30a519d2b21e6c530c0eee8ebb4a5d0;Timbaúba
b39c1d3efa910e962e3b55e8997370f0d6bd55c2b2d1795c402b61d625b6a8da;União
b39885a157fd0cbf181d1c17bcc1517638727e04513097d6ddc4c1d51ea5f4b1;Casimiro de Abreu
b38f6df2203d7cdc6029c4e40be7e638530c2a2c6ced01b8ae821b5254f65dc2;Timbó
b368537ed2fe65023ec2b77740725a878cbfff387e82cee58e058c55c993f548;Jaguaquara
b366c0efba99d592b8ed6bd45529a964d775a5aac6eebe5cb09d5ca6156a6e66;Paiçandu
b35373a0b0236776ea58d2f86e1aaa57eb06969e361c6703944e0c24a74ccc16;Campo Novo do Parecis
b32523d903bfe2355dca166631f0ed936c3b8940eadccc0cdf87c6e33c248f86;Juína
b312d5fbcfab403a28f259ab3d2b333ae2412727528b63ae3c032be535410ed5;Igarapé
b3119b7d9c76fa0da12e6579bd0e6de9a094875ae19bf1a069bb854b79ab842d;Campo Maior
b2d0bf51e62fc7261ec70d74191b0f5cd902de0617014a14eaf257f6689aea09;Breu Branco
b2cc86ae48fd3b8775335b586b3549e53af3d749f07748a7343f893522ae63ea;Mauriti
b2ca4c32632ea0aed838cbd24b30911f556f126a33f75f844f675fe391389532;Dracena
b2c8e6d23d512b709af2c7f5e339d0b64d71ff5b572f1b471598d66e1ef61ad5;Lábrea
b2bf50ecada62994533dcc3197242102a5f1e20bc8acc45f904eb0a2004dfb1f;Barra Velha
b2b2f104d32c638903e151a9b20d6e27b41d8c0c84cf8458738f83ca2f1dd744;Muaná
b281e0d9a45943ce360bbadff434f309df1e8e86b98e0bca5924fa583673abb6;Araquari
b281bc2c616cb3c3a097215fdc9397ae87e6e06b156cc34e656be7a1a9ce8839;Jardinópolis
b280279a0ef279d0b9f0bdc4162591dbbc6312abac67120527b20d65c7de5dbf;Paraty
b26ac45aca5d09d6a563f169df1cba8b19156c70f1bf2912ca980d6aaef55990;Jaraguá
b24e3e21870645af14da826d4cb300c0f4f877c308efa30ff084f976f191aafb;Cornélio Procópio
b24bdc2fb415e6a7038f442fd99a7144f3cfe358086a1ba9cfb1ac0a44ed7bb2;Presidente Dutra
b2493a63065944321efebad0c9078c6bcb5a81345fd9449790c214a494174a44;Marau
b22eb34537f6f6753da6e0dc05713be0ccc35ef12dae0f6bf19b5206d373af33;São Francisco de Itabapoana
b20a51d1d0cd4d4e2f5c6f6b9939e8a4d4db0fb202efc513a8e1cddf9021bf4e;Maracaju
b1e92fe0fa7edab2161fa5090a65e065425f6ead93e1152013b1ba77b471494c;Lapa
b1d7183ef649ed5aac1542c4251412d09b4f184da562f85c41cb42dcae430335;Acopiara
b1ba03e17d6a0d5b4623ca170db9e6d2d0c19e9cfc2ad3f24b25236548591fac;Dois Vizinhos
b1ab1e892617f210425f658cf1d361b5489028c8771b56d845fe1c62c1fbc8b0;Pederneiras
b17ef6d19c7a5b1ee83b907c595526dcb1eb06db8227d650d5dda0a9f4ce8cd9;Santana do Paraíso
b1585fdb272b31401eaac5dd46a936c1c09b4861e53e23f12ac72fc077b3c82c;São Lourenço
b1556dea32e9d0cdbfed038fd7787275775ea40939c146a64e205bcb349ad02f;Salinópolis
b123f95a5578ac2ffb571adb3fd60b023e925128d1ef5bf917a73a8fa3d136a4;Xique-Xique
b0c5d24fdb7a3a0a9828757ef2f12c9f9205a754c10e312b30da29ca4a21a912;Itaberaí
b03fe167cb5990717dfb19877150d4a4c5f6e4805b4ad99098a6cc0cbfe83f8a;Cerquilho
b027feeb60b70f0d34ece10aead660113cf06408da4c6477c7b2606839475de4;Conceição do Araguaia
b023673aa0a8e8090f7c351fb6cb1559837648fa0190685ab6543d241a67b1c9;Mamanguape
b0193ceb57d22ae3f35716d0e3d5ee4a45452b7b3af33fdc710013b6a65b3b67;Campo Verde
b01672c37b296eaf3f1854d10e9c2b8a6c96f77c739f9982d03e59f3e9696521;Augusto Corrêa
b003ffe3e5657009f984640507e7857562c7e876ff1144eb696ae1a1a4a908bc;Itararé
aff4b5855447e95d8af83a24048c3f3e2320be9f5dde915ba81015e18802e0b2;Lago da Pedra
afdcba2e170f8107dd68c4227dbbbf0bc44c7b9ae55506ca331c5c168840ee80;Santo Antônio da Platina
afd0df92f8c4c962f5d0a303b9cf4c620f52a2a8d4442cc777bb2b3f291b6e0d;São Miguel do Oeste
afcf8bc077e68eb94dfe783205f32cabdeead61fd32ff5710947b6111ff2ff77;Porangatu
afccd937e6ac2d1b6d6e9f318bc5e8a179c977c7413b33b3e4d902ff8cec501e;Bom Conselho
afbfb89027a4dae87c6033eaa07896e93f3f1ddc2214ca43658982e8aa74b4d4;Rio Grande da Serra
afa472a961fbcb09314e81b2c3eb19cd2d9fd7527582f43a3b8fd9d3ed6d893d;Serrana
af9d0081b52194599da95da40beac2d1ce5a2ae2d894c6c08dca0c019277aa10;Livramento de Nossa Senhora
af864b0a4f77d494f9de07e663407f1138ec8a0a2d0296c400eee94bbbf5b4c0;Salto de Pirapora
af8637ccf1fe693c254b44327672cf7589e3c8556de8ccceffd368c2f313e2ee;Uruará
af58873a6f4884dad1c1853d23e402b2f46a4c51a2c66b30a7467456ea6b2d81;Panambi
af545f4ae604100bd0d8a196ab375b660b6138cbac76f308680934d84f30490b;Tarauacá
af5422f824076084bed9b8a09086ac59f0ed8c74eea7b189d2809b198ba1f6ee;Vargem Grande
af180e4359fc6179dc953abdcbdcaf7c146b53e1bee2b335e50dead11ccefa07;Pedreira
af03a51e581f58ba77807426b6fffed5f72e11d9618c38ac397c0746027f70f8;Itarema
aeec2fcd27fcd10651005209d0db55dd2a7d61ffe4ab7d8ea6c65a36fce950c1;Santo Antônio da Patrulha
aee4848a8580f31102073d34012cb3700fee3e61f9fcfd725fcfe5fa4a220ec3;Laguna
aedec0d0ca66f380aed5fa5634c513c1bdfedc50ff2d734104809ddbc8b82295;Simão Dias
aecef364029f6f3f008b4f2b87b9a1c27e596a74062b83cad24fab73cce4f1f0;Mata de São João
aeaa6370266a3650553410b0d9f8f3e02aa6bdfe68a2380a118fb3cf4a7d832f;José de Freitas
aea92132c4cbeb263e6ac2bf6c183b5d81737f179f21efdc5863739672f0f470;Uruaçu
ae9123de2fc403666c9f48a6546fffc5257ff69536f7c4d8f8d5d327d6a4e061;Vera Cruz
ae705b6c2f40c6668a32a6169263128c213a269983ca0ee47630483fa1ad93b3;Barra de São Francisco
ae600959378c54c51d1b867e77cef34eba55658bf2abcec187cfe901526d0a80;Santos Dumont
ae4def1ecaae8be24edf7f6453e37f7200ef2e41048da1b17d68978322097cd6;São Mateus do Sul
ae1f31e1ba28b07bde594969df8f0121931f39f7e83c632ab974ee5fe1c78245;Amontada
adde7bf0e33b11361d40f4de29102a7c23e91a14078409b597701c7cb2134204;Garça
ad90e46468712810ff46770cd544a486f337ccab41b018ac251497431fdddc35;Paraíba do Sul
ad723f42c7aba316d944f19f340ce47d8e0c6fb354d212736ec4782314a6824a;Guaratuba
ad57366865126e55649ecb23ae1d48887544976efea46a48eb5d85a6eeb4d306;Guaraciaba do Norte
ad48ff99415b2f007dc35b7eb553fd1eb35ebfa2f2f308acd9488eeb86f71fa8;São Lourenço do Sul
ad3b83575249b68aab9602de378314fc221ab07a9b2ab0bb4a245ec649219f45;Marataízes
ad361d0f210a313d7e192498661c9173c2e1afca56c15722f2979cbdc4e0e80c;Macaúbas
ad22a3652ec7b8d64c62a250c778e72288593d43308dc9cb218aac56a20b1736;Marialva
ad21a2b810af49a8b9241e10dfce3a016987441cc93aa72feae47dd017ddf0bb;Torres
ad1f3889d0032e7c2791053060e4c044837353325fbd42cdeeef65638ed31c2a;Coelho Neto
acec32b9a99f846cf042c33819d341da0e15c5f53871575274f055f23d37b365;Santa Maria de Jetibá
ace104f589733dc0c6223e59215cc747140836715fac2fdcf0644ddf37205454;Autazes
ac99164821bdc97550cd5d0148199855aac84cebe5e4b62b265e81859bdb27c3;Santa Helena
ac93f3a0fee5afa2d9399d5d0f257dc92bbde89b1e48452e1bfac3c5c1dc99db;Águas Belas
ac6a322dba52cae84c865b29066b7d105c66d0bcb27b95493ea85d979eeea9f8;Barra dos Coqueiros
ac3d60f67cb8e0f43595e1875fb4566f43ecb54427a1057345c4024533c17992;Arcos
ac216dbb3b7e01be2db19ae0108dc8ae75791183e4779d15d237144d5ed269e0;Paracambi
ac2151d8aa26b5784551edad3b8ffdaf126a08a8f4ae57db2fc94e01b5443860;Sena Madureira
ac1964eb089654e01f7bfb4871e0cd31ea4d2aa6e6e48774b6b9917b1341dbf6;Santo Antônio de Pádua
ac1270c5058af65025e5b2a3e3014cea69460e7d9f159ae667028e1b6eab433e;Currais Novos
abf6c4227a94db45b60b02f1e54c5b82f00e5932ed31b7f42b504665ca3dd21f;Curuçá
abbbff138efe24150ae5c616d0f4c1c7a118ad28f676d524632d46409d21310b;Mangaratiba
abba884411e3b916a2e4e7f5bfae98964f9b3fc98d16e5ce28ba8d5103e29de0;Nossa Senhora da Glória
ab9828ca390581b72629069049793ba3c99bb8e5e9e7b97a55c71957e04df9a3;Toritama
ab86fe44dea15e7a6b438f741aa208f079d55f626f5c471c999b2ed78b37bd6a;Paraguaçu Paulista
ab5e292db6495899871d889aaab28308f7da8dfc3693a477ee73de9ad894ce44;Pacajá
ab58ad627e6b1b11fc49d4b8a19821de9d8d4aee520820328cfe03ddf5e83872;Ipu
ab16ce326c754df41ed00df6f64f7073dcac3e2986bbf8b2a1ce4549b189a0fb;Esperantina
ab04a0144aaf727c42a6d5e058cb1e8cfa71b96dc1b057dc371ccc76dac00500;São Sebastião do Passé
aafee1a675603cc425b2f1798cba53f2489066cd54c54fa3fa07c081b5082659;Paranaíba
aaf68675c4bea5600c273f6d4371e8d1b9f383a6dd96db30d628cf77dd91c09c;São Gotardo
aaf57ee8c549ef3df8a07abf3a0df0f028e402399ad27aaec710c17aa78d408f;Zé Doca
aaf5060b9517ba4f550ee34a7f3ed7b05b6e5100a523d3e0aae05bf4f8f7ec34;Ipiaú
aaf01d71b55e51b1a3051cbb3cdc0646578dcda722b2922072a81f257b1a9821;Itabaianinha
aae49ea590f262f6ac48c5b7ced9469d00f15c4c398533e0ff28c8cb590a4c64;Santa Rita do Sapucaí
aac67e6564d6a0ffb29dd6579c2fabc1e02467db95cb2a472a36d7a576d75df8;Porto de Moz
aabe8732aabad9a7ec7c885015c3aeed2fcca66b1dc54fb089f01cb9d13c1f72;Remanso
aabbb2bd43c0fb27462f139e0274faa6c3a5c6d600e1b2fc6d3c96c18503607e;Santa Maria da Boa Vista
aaa33494ff99c63dc886c7428074b7eeab29bc647c225bef81e283a10f30f25e;Andradas
aa71543206a78cb135b205658666838a3e83f16cd1c2b5b53372e656aedb22ea;Jacarezinho
aa522a6beecbeb04beaa3f2818524c5fa79d01549b7f330f0cc0daf925a080ee;Almenara
aa4b0d224e2b4488c6e3c5692347a0e26322d86dcb6bf01ab937e15d76037ee4;Colinas
aa35818bff67437abfd17097ecc3e59b1b15498eb7027d7a02ccbb850ef43c95;Afogados da Ingazeira
aa2503cabc449c80a7a67a5d635855ab6035dea89e208cd1d790416f2c0364af;Pedra Branca
aa13fda43018c393de7088225497fee24270d428a9de0d2f8d0cc899f6687e69;Santa Quitéria
a9ca10b9f6d8a7429bce882427e656ff55e93e7738cf72d258df76b3c42c8b81;Salinas
a985bb36df0be53b3487b4d0c57cae5ffdafcb3d0d50ffaea9f200c7b02ecf3f;Gramado
a9695960eb99680a82913034df4d405182ed7b4adef9130f9c631148f1a8a507;Vargem Grande do Sul
a948b46c0f1890667de7b60fb490c573d60c647158f91193dd915afde693529c;Socorro
a934c244755c66aebb0d6f9f5687038ffae8f00b00b28b4e17521016393f38b9;Barreiros
a9346b0068335c634304afa5de1d51232a80966775613d8c1c5a0f6d231c8b1a;Curitibanos
a8fd7dc0e1bf71874f7bae013d89b07da30f44bdb001c6e44071388ce6fa380f;Armação dos Búzios
a8c42a5a10da46f05265436854dc4e59d412d694214bbe67d22c656e481d97bf;Boa Esperança
a898a8776c1b93c5718bf0d1c5f4e90fc60d7bc54c8699bc676cf9f60ce2aec9;Itapemirim
a860d24f31d82a4fbf73c4239d615936fcdfbd6d08319ba3807303469a0a35d1;Espírito Santo do Pinhal
a85e9db4851f7cd3efb8db7bf69a07cfb97bc528b72785a9cff7bdfef7e2279d;Capelinha
a8443b1426652157edc23a7c54fb7ad2c7643b5d8c431ceb54bc29341faf7e7c;Lajedo
a8302321e60791ae50456d85f1bb8b3ef92fbfb23a081da45ef468be922ae9b1;Eldorado do Sul
a829c72c42755e384141ad8f163e4965ef5c9f8f0e07378c1d05a7222af0dd80;Tucumã
a823bd31ca4166b2c6539251894c41075e9ae778858f0d15980a1cb690fed0b0;São Gonçalo dos Campos
a812c832adb8c843f1ddb02534f58f4244da39f526cb9296f397e5c03c559f52;Nova Viçosa
a7fb57bd513d9874df197fdf3c8c5f243361e53e32a41dc22fffa4873e5875c9;Presidente Epitácio
a7f0b84de7a450eaf6ffab449cb0f141b69eb701ffb455f375c3dae4277b25c1;Itápolis
a7dccef9ce1ae31c49a4cfc484f8411dd52b11c914c1fe3d781633642d1e1327;Guajará-Mirim
a7d2a606c6ce4168f1f88c3b11afb70472841708b221f666323e68a95c91c173;Amambai
a7be8e1fe282a37cd666e0632b17d933fa13f21addf4798fc0455bc166e2488c;Guaíra
a7a84d7ed00e48b829dafb3c078e23064e4ef1062f683c635b3c2406067f41ae;Oliveira
a7a057f8baea8970e940cec1bfc35ca3fc9a4f934570157178ef3aed98b7ad6a;Rio Negrinho
a78f19952edd18bf02b3c9eb704b088e2120941d6acb22f6f795c42796e60252;Matinhos
a78a64d5caf8a0e1b3cad794c225ddd57deb2ffaf39a4d73e9973203aec7d022;Visconde do Rio Branco
a78000a5ff6306012360b87357e93eb04bd07897b57167459c36c70215ddbc70;Araioses
a77bd5e6de66e9e1a2bfbe08f0eea5988e69e7c2b4044587c57ab1e053a7dacf;Várzea Alegre
a77b6cbdf6fae1676369dea1e1ea675e4c2400c9e43bd535fdfd9395cb48cbaa;Paracuru
a77b3237cb73acfb0e31f93694398f8e7dc158edb14552cbede81d9bf3839e86;São Fidélis
a762afde67e034ebaa109a994329ccd09efa8676e4fab6ceabb99e119d4d725f;São Raimundo Nonato
a73b320dc0d3a57c03f897eb28ca91e623c5ee635db59476ba3178c90b94019f;Brumadinho
a73ab888363736220eb589458721088241ee10059b1f5898a13fe9c2e14fcd8c;São Mateus do Maranhão
a73060afb61efe1b7c817645d00c342df02407f65435a64c88d251d56150ff42;Caeté
a6c2a2325dfd588f202a240a06ccb2b037854e7097a303fc8991ecc15501528c;São Francisco do Conde
a6b1d0ccf4df9db5a48ba6da43c43efabadbd3f1c9f98caf02ace2c2e8c03108;Ouro Branco
a68b412c4282555f15546cf6e1fc42893b7e07f271557ceb021821098dd66c1b;Santa Maria da Vitória
a67063986e67b7ddd107229ba9d480ee3a02f9d59732d4bc03b2d97d27a1310d;Santa Helena de Goiás
a63a00267dfdb266103b8db66e5f8cb69e68551fec6b366dc3e3e7dca088800b;Rosário
a626f7bb500b77a8e7893c4456d57ced25e2bc32ac838ab9ea4ad6fa5090fe83;Novo Horizonte
a6266efa66a73664d6f5c8d971863a81c72d1f2fd69497d56b34ae459ffac66c;Orlândia
a61c5cdf78281955d9ab0ef81d8d6d84d6aa758d9d2da6d2ba1e0a84920ccb15;Iturama
a5e6af776c1a7e9a6b7da84ea240901586b86caa0cdddde5627060b23c1dffd7;São Pedro
a5ccb1c538e34663a658b1be28b16455ee5285efb10e6f1d4caba1f69ec9782b;Oeiras
a5ae3f2dbbf72da099be343eabff98aae7ac71c6f71cf1f1583825c92fd085ba;Sento Sé
a5abb1500bdeaef41e2edd598c015edfaa46793051b82d7da60a70efbf786da4;Entre Rios
a5a2b61e6d380d20d61119b19dd064080d3e81b6d7bb6d05287354799d03e878;Teotônio Vilela
a51baee973742433352aef2a7d0206026abe4c804c3f8bbbafd92a740ab78386;Mucuri
a512db2741cd20693e4b16f19891e72b9ff12cead72761fc5e92d2aaf34740c1;Ulianópolis
a4fd355ca8cf3a3309a1fa197b17375878d0143d674a599b8cd45e12bb86127b;Pedro II
a4ecdd704d258aa841bb3f9a1e3b0cafc59bd88810e542f8e7a0519809d78fe7;Mateus Leme
a4e987d17584557e2fbed011cddf66dc5185338bc3ef33d4226f86c32b7364dd;Santaluz
a4e95083ad6163ab0961e8e0d2caeceb402a089352e21a0c32233ef4c0423aeb;Pentecoste
a4c42a3f5f7103ddb1042c34864a1bd8e7854308d80ab8b4bf41eb46ad62b3dc;Afuá
a486e5558353d0a590552ea5e0b0ccf4d2d9a1ea92d319b2ad5711e9ba10deb1;Mombaça
a48622b535728587fd351763d1296c7ec9cb5bc6743d5f22b011d5b5c3ef688f;Jacundá
a46e37632fa6ca51a13fe39a567b3c23b28c2f47d8af6be9bd63e030e214ba38;Custódia
a441fa0449240669bde1c537efb9f5b1acee68ff3112b4a182063791d064e7f7;Massapê
a440868cf4311953cb45c7ded9360009e1bb77775b6395a3e13aa9ef831794b1;Machado
a4360f55cf0ce26855b6047bfc1451945bcbb9943a6e13e67366309110af6887;Agudos
a43231c2216f23db8d65bbd57e0ce6573654f9a102365cd4b345723f1437ab2b;Tietê
a41c69a6d5128334125cd9908ee11ea6534d544e14d4810f04fcfe763460d175;Jaíba
a3d57f079f0fbe71b4736219e6eaa0122b70d021ba3589e4fc9adde5cd8209bc;Benjamin Constant
a3af7b3808c4cf72478d05c9bab9c0d47e31c1d2cb3a29e7481669f7ea278c4e;Bom Jardim
a3aaf5a0e9ad2901ab35ce73910be7fbbe1731a3ed1ff947a6ac395c5024a8b3;Jeremoabo
a39ff608d7c5bc24e03340701adfa5728b72b6b9933f56ffb477ec888ac5c0d6;Matozinhos
a2e73e1357abae0a546c838d2d8de805a7e48184309feccba6b2010d0a6b9551;Pontal
a2cdc3e5a34ca7321a76d6cd14bc467796cca6638f039def04126ee004152c18;Rio Brilhante
a2c2bc574f1171703f07c2a44eb792452f9f9354666d866a420da17d5bf4f020;Sirinhaém
a2b00e8a452d83bf2e0963f471cc297bb96d41dbb866037966079dc85484715b;Ituverava
a29ba90b650139bb2a6bfa80c0bda0195f4162315bc0a1396adc62738be89a09;Rio Branco do Sul
a2730bca63eff58682d6bfca28d39fa7862c99e0340413cba489ce86d989a4d1;Jarinu
a26dc55ddff93202c594b7499bf6c234884b52a60bf0d51a73638c2d239f5735;Atalaia
a21855da08cb102d1d217c53dc5824a3a795c1c1a44e971bf01ab9da3a2acbbf;Guariba
a20a2b7bb0842d5cf8a0c06c626421fd51ec103925c1819a51271f2779afa730;Turiaçu
a2075145d3cc47b2b56aeec5e9c78fe7e0055169961b6823629772c96f1f0319;Bonito
a1fb4e703a9ef1fa4936801721ff285a97ac85330856674412e054892afe6972;Cansanção
a1f14c675f8161bc8282f31f21d474b3047fdd39345dc98207f5351ecb96f7ce;Porteirinha
a1e1e86414fd481e6af4ab2cf7a350a97edde2805e8a1aa3b2157883fe32181f;Santa Cruz
a1bb364ad3761439e83376289d6656aaabf8b99014a8a7ff937e37c53611d885;São Manuel
a1a5242f44256747fe18479d5ef1d57b4e829ea337c3c40b649dbe446d3f4b48;São Caetano
a17802b02abd0aa1e317f45fd98e9a2cb5dd880988c24c29c20f09eb616988b2;Amarante do Maranhão
a15faf6f6c7e4c11d7956175f4a1c01edffff6e114684eee28c255a86a8888f8;Pedreiras
a11f793d5f24841552b2befc8d946d9f7e5652edfb58bd49c3a8423a6031c952;Santa Rita
a118106a72bf3449088b34688d6d8ed6801b2ef0484ff1d434844367e615800c;Dom Pedrito
a102c4a3c1ec0345d3804894d004aea822b4e69743f4d84ec2ce9fed37c96e20;Campos Novos
a0f8b2c4cb1ac82abdb37f0fe5203b97be556c4468c83bba18684d620fd8eaf9;Castelo
a0eaec5a55dc2f5b2ba523018adc485ff620b9d83509b9f37186a7716e438d21;Sarzedo
a0dd3f78692a0c106558b52322181d3f48fe94b057f90163e491606b70d16fde;Missão Velha
a0d177b4967a6d99f4ff117defe1c0d23d4e78ca4630febcb948ee9e4520eff3;Assis Chateaubriand
a0b5322afbb030d7c3c8d9c63bc05fb133843d319efaab413da4180d2b4a9c3d;Ipueiras
a0a5df5022dc9c2fc77a391c090e6025de8801366bc5d4c0a9a39df44fe0c7c5;Mandaguari
a0a531122de465614efef1078901475b2d78b72b13d67968bd2bb7bd8558ae67;José Bonifácio
a08c5cfffde5bb7d1d03a68762066e08f83f39ac5c7c9e971ec482b014fec12a;Rosário do Sul
a08926502ba797de36ec944b2c6f2d5a685d1027fd98e517781a6b9ac5d7a930;São João da Barra
a080dde530fce451fb902125b5555414597ba3dc9ce7c32ea3be14fd88f65792;Barra do Choça
a07cf27590e57bf851029cada1b752019189ba52defb3e43401887fcb2489b5e;Amargosa
a0119e19d7f710c158729bc4153a6996e891b54664262b502c7be665e0f2f042;Iperó
9fed0cec52a189e77e418dd123d61e03eaffbdf3910deccbd746b8c91804ca71;Tuntum
9f484139a27415ae2e8612bf6c65a8101a18eb5e9b7809e74ca63a45a65f17f4;Girau do Ponciano
9f34c2714da8094973e5fcda387d9e1cd8e44e3fc4a64835015de39d3d54d6f1;Apodi
9f273a349b224b830bf816e38baa3d1ffd849abc889d57fbba8024042e5693db;Piumhi
9f1f9dce319c4700ef28ec8c53bd3cc8e6abe64c68385479ab89215806a5bdd6;Maragogipe
9f1852598c61072889b49e34db410d0fd1b1af29332186bfe169fe81546e47d4;Igarapé-Açu
9f14025af0065b30e47e23ebb3b491d39ae8ed17d33739e5ff3827ffb3634953;Rurópolis
9f006addc898a6458ff29db72de90b27e29302c92b9c73e33515df56290bd855;Itaqui
9ed1279b64427e295210c4bb660464639ab50d0d34e3fae67ee5d2b0af33507e;Aliança
9eadf697db31eb58eae0b4a3481879563846da3512d9f164c3851f14a88b97e0;Iporá
9e910c76fe4c3940566637a82eeaa6f4a12bae34a2ed3ff6e465353c52b3c4ff;Goiatuba
9e4067ac93c6febda554d724d453d78bf3e28a7742cdec57ee47c5c706fbe940;Prainha
9e2496ce96a83f10f1366352dd38744be68466a85fd4b100686534325d57ffdf;Boca do Acre
9e12d26cd7b91b7cafe4248ecdc7dc0828ea00d0a16beb68704a923be8b3ca04;Feijó
9e0bc0a9aa374eab9ae10383ab67c9fadb1e2aa69a1d54555a7dff0670678bda;Domingos Martins
9e088cddb90e91e1ec3e4cae2aee41bd65d74434c60749d67e12fa74d5de9642;Pilar
9e04a49e5786695116f9af28552da3083d4eeb015294b878d27053439e363cdf;Rio Real
9dec6a96c55e8889c1ff9b2a44256fac7f44beccd3c0e22ddbaee2d7a3e26bff;Pilão Arcado
9dc6abc967dad3e2d115d25bdcb5b998f06ebda87c5f784800698d7cc1b2273d;Conceição do Jacuípe
9dacbde326501c9f63debf4311ae5e2bc047636edc4ee9d9ce828bcdf4a7f25d;Baturité
9d9f3c4ea93d3640e675b5d3cda8ecefbb40a78cb3bcddaac98392823eb7f465;Presidente Venceslau
9d73bfb92adaebaa346e5c12db11ce0bf0dc5ae059677dcec5198d7302d32493;Bom Jesus do Itabapoana
9d6def71465c26001adf6afdf11eeeaf83917c1ea2ebdb08800b579377602d02;Jaguariaíva
9d693eeee1d1899cbc50b6d45df953d3835acf28ee869879b45565fccc814765;Promissão
9d551151d715267077b3a4a41ac5652b5887a82bd8e5ebdd085386a093cd1a89;Laranjal do Jari
9d1ef11e7923e54aaac4adfed498ca04fca20de376fb2a9436b303e158f70676;Pimenta Bueno
9d0f9740bf708828641fecffa4c14fa25d195953b513e82203fd62533512d55d;Confresa
9cfd3c755be26b4e1645918e2a64a26e3d851ede421e0b257f783b443bc443d1;Ouro Preto do Oeste
9cd129f891c52ec5e398bb70d3289954935a42d882e9739eb01e925d51980c4a;Nanuque
9c9a60de5876fab9bf3efac58b925ff2bd03386c602e858cccb41c7d6b6458aa;Charqueadas
9c93522c01b6a1b55b7c5266b2a30f370ab84c4c53c39bdff5732fc565413494;Palotina
9c73ed825c15f3587dbaae07e4f01c8fb152cf2d5f0d2c8d6623d7a8f7a0c47b;Prado
